,Species,gene,dN,dS,dN/dS
966,Ictidomys_tridecemlineatus,ENSG00000156261_CCT8,0.000001,0.005309,0.0001
967,Marmota_marmota,ENSG00000156261_CCT8,0.000821,0.014069,0.0583256
968,Otolemur_garnettii,ENSG00000156261_CCT8,0.002643,0.132461,0.0199536
969,Propithecus_coquereli,ENSG00000156261_CCT8,0.000005,0.048909,0.0001
970,Microcebus_murinus,ENSG00000156261_CCT8,0.003399,0.061582,0.0552
971,Callithrix_jacchus,ENSG00000156261_CCT8,0.000003,0.025062,0.0001
972,Aotus_nancymaae,ENSG00000156261_CCT8,0.000822,0.011630,0.0706912
973,Saimiri_boliviensis,ENSG00000156261_CCT8,0.000824,0.019816,0.0415911
974,Cebus_capucinus,ENSG00000156261_CCT8,0.000002,0.016958,0.0001
975,Mandrillus_leucophaeus,ENSG00000156261_CCT8,0.000000,0.000005,0.0001
976,Papio_anubis,ENSG00000156261_CCT8,0.001689,0.027310,0.0618504
977,Macaca_mulatta,ENSG00000156261_CCT8,0.000000,0.002951,0.0001
978,Macaca_fascicularis,ENSG00000156261_CCT8,0.001695,0.026729,0.0633961
979,Macaca_nemestrina,ENSG00000156261_CCT8,0.001692,0.026792,0.0631416
980,Chlorocebus_sabaeus,ENSG00000156261_CCT8,0.000000,0.002384,0.0001
981,Rhinopithecus_roxellana,ENSG00000156261_CCT8,0.002529,0.022366,0.113066
982,Rhinopithecus_bieti,ENSG00000156261_CCT8,0.000000,0.002433,0.0001
983,Piliocolobus_tephrosceles,ENSG00000156261_CCT8,0.000001,0.011959,0.0001
984,Colobus_angolensis,ENSG00000156261_CCT8,0.001705,0.007453,0.228811
985,Nomascus_leucogenys,ENSG00000156261_CCT8,0.001649,0.021028,0.0784117
986,Gorilla_gorilla,ENSG00000156261_CCT8,0.000002,0.016854,0.0001
987,Pan_troglodytes,ENSG00000156261_CCT8,0.000825,0.000001,999
988,Pan_paniscus,ENSG00000156261_CCT8,0.000000,0.002391,0.0001
989,Homo_sapiens,ENSG00000156261_CCT8,0.000000,0.002390,0.0001
990,Pongo_abelii,ENSG00000156261_CCT8,0.002500,0.013252,0.188651
991,Carlito_syrichta,ENSG00000156261_CCT8,0.007066,0.078720,0.0897628
992,Galeopterus_variegatus,ENSG00000156261_CCT8,0.004132,0.091804,0.0450124
993,Tupaia_belangeri,ENSG00000156261_CCT8,0.003958,0.175315,0.0225783
994,Dasypus_novemcinctus,ENSG00000156261_CCT8,0.003397,0.116223,0.0292285
995,Choloepus_hoffmanni,ENSG00000156261_CCT8,0.010293,0.073300,0.140427
996,Trichechus_manatus,ENSG00000156261_CCT8,0.012682,0.113744,0.111495
997,Procavia_capensis,ENSG00000156261_CCT8,0.015301,0.415568,0.0368185
998,Loxodonta_africana,ENSG00000156261_CCT8,0.006611,0.091022,0.0726263
999,Echinops_telfairi,ENSG00000156261_CCT8,0.008036,0.164289,0.0489124
1000,Chrysochloris_asiatica,ENSG00000156261_CCT8,0.005045,0.120636,0.0418203
1001,Elephantulus_edwardii,ENSG00000156261_CCT8,0.004154,0.203119,0.0204492
1002,Orycteropus_afer,ENSG00000156261_CCT8,0.003301,0.101751,0.0324437
1003,Ornithorhynchus_anatinus,ENSG00000156261_CCT8,0.074802,10.268410,0.00728464
1004,Monodelphis_domestica,ENSG00000166226_CCT2,0.002476,0.098769,0.025073
1005,Sarcophilus_harrisii,ENSG00000166226_CCT2,0.001074,0.057788,0.0185808
1006,Phascolarctos_cinereus,ENSG00000166226_CCT2,0.003116,0.071273,0.0437198
1007,Erinaceus_europaeus,ENSG00000166226_CCT2,0.007096,0.241673,0.0293621
1008,Sorex_araneus,ENSG00000166226_CCT2,0.009978,0.249729,0.0399561
1009,Condylura_cristata,ENSG00000166226_CCT2,0.005978,0.188623,0.031694
1010,Panthera_tigris,ENSG00000166226_CCT2,0.000000,0.004963,0.0001
1011,Panthera_pardus,ENSG00000166226_CCT2,0.000000,0.000005,0.0001
1012,Felis_catus,ENSG00000166226_CCT2,0.000001,0.005004,0.0001
1013,Acinonyx_jubatus,ENSG00000166226_CCT2,0.000000,0.004911,0.0001
1014,Enhydra_lutris,ENSG00000166226_CCT2,0.000001,0.008522,0.0001
1015,Mustela_putorius,ENSG00000166226_CCT2,0.000004,0.037372,0.0001
1016,Odobenus_rosmarus,ENSG00000166226_CCT2,0.001695,0.052226,0.0324583
1017,Ailuropoda_melanoleuca,ENSG00000166226_CCT2,0.001699,0.015964,0.106412
1018,Ursus_maritimus,ENSG00000166226_CCT2,0.001698,0.021931,0.0774326
1019,Manis_javanica,ENSG00000166226_CCT2,0.005239,0.135296,0.0387208
1020,Equus_caballus,ENSG00000166226_CCT2,0.005575,0.002206,2.52733
1021,Equus_przewalskii,ENSG00000166226_CCT2,0.000001,0.006656,0.0001
1022,Equus_asinus,ENSG00000166226_CCT2,0.000966,0.010316,0.093648
1023,Ceratotherium_simum,ENSG00000166226_CCT2,0.001071,0.048525,0.022076
1024,Vicugna_pacos,ENSG00000166226_CCT2,0.001097,0.023461,0.0467705
1025,Camelus_dromedarius,ENSG00000166226_CCT2,0.001729,0.004831,0.357896
1026,Camelus_ferus,ENSG00000166226_CCT2,0.000000,0.000005,0.0001
1027,Camelus_bactrianus,ENSG00000166226_CCT2,0.000000,0.000005,0.0001
1028,Balaenoptera_acutorostrata,ENSG00000166226_CCT2,0.001688,0.022759,0.0741495
1029,Physeter_catodon,ENSG00000166226_CCT2,0.001692,0.017766,0.0952186
1030,Lipotes_vexillifer,ENSG00000166226_CCT2,0.000840,0.012345,0.0680798
1031,Delphinapterus_leucas,ENSG00000166226_CCT2,0.000001,0.005004,0.0001
1032,Tursiops_truncatus,ENSG00000166226_CCT2,0.000840,0.000001,999
1033,Orcinus_orca,ENSG00000166226_CCT2,0.000000,0.002484,0.0001
1034,Bubalus_bubalis,ENSG00000166226_CCT2,0.000001,0.012846,0.0001
1035,Bos_taurus,ENSG00000166226_CCT2,0.000001,0.007414,0.0001
1036,Bos_indicus,ENSG00000166226_CCT2,0.000000,0.000005,0.0001
1037,Bos_mutus,ENSG00000166226_CCT2,0.000929,0.000001,999
1038,Bison_bison,ENSG00000166226_CCT2,0.000851,0.000001,999
1039,Capra_hircus,ENSG00000166226_CCT2,0.000002,0.020182,0.0001
1040,Pantholops_hodgsonii,ENSG00000166226_CCT2,0.000848,0.010178,0.0833502
1041,Odocoileus_virginianus,ENSG00000166226_CCT2,0.000008,0.077167,0.0001
1042,Sus_scrofa,ENSG00000166226_CCT2,0.000012,0.117374,0.0001
1043,Hipposideros_armiger,ENSG00000166226_CCT2,0.003348,0.062016,0.053985
1044,Rhinolophus_sinicus,ENSG00000166226_CCT2,0.000838,0.053392,0.0156977
1045,Pteropus_vampyrus,ENSG00000166226_CCT2,0.000001,0.013726,0.0001
1046,Pteropus_alecto,ENSG00000166226_CCT2,0.000001,0.007894,0.0001
1047,Rousettus_aegyptiacus,ENSG00000166226_CCT2,0.002530,0.052267,0.0484083
1048,Eptesicus_fuscus,ENSG00000166226_CCT2,0.002365,0.034157,0.0692316
1049,Myotis_brandtii,ENSG00000166226_CCT2,0.001770,0.002720,0.650714
1050,Myotis_lucifugus,ENSG00000166226_CCT2,0.000001,0.010209,0.0001
1051,Myotis_davidii,ENSG00000166226_CCT2,0.001505,0.012730,0.118261
1052,Miniopterus_natalensis,ENSG00000166226_CCT2,0.004847,0.070198,0.0690492
1053,Oryctolagus_cuniculus,ENSG00000166226_CCT2,0.000009,0.087717,0.0001
1054,Ochotona_princeps,ENSG00000166226_CCT2,0.002939,0.249923,0.0117606
1055,Fukomys_damarensis,ENSG00000166226_CCT2,0.004308,0.092776,0.046435
1056,Cavia_porcellus,ENSG00000166226_CCT2,0.000002,0.000000,57.672
1057,Cavia_aperea,ENSG00000166226_CCT2,0.001170,0.010610,0.110311
1058,Octodon_degus,ENSG00000166226_CCT2,0.034565,0.128037,0.269963
1059,Chinchilla_lanigera,ENSG00000166226_CCT2,0.004424,0.072691,0.0608589
1060,Rattus_norvegicus,ENSG00000166226_CCT2,0.002434,0.096376,0.0252563
1061,Mus_musculus,ENSG00000166226_CCT2,0.000897,0.009781,0.0917385
1062,Mus_spretus,ENSG00000166226_CCT2,0.000001,0.011488,0.0001
1063,Mus_caroli,ENSG00000166226_CCT2,0.000004,0.037891,0.0001
1064,Mus_pahari,ENSG00000166226_CCT2,0.000006,0.064282,0.0001
1065,Meriones_unguiculatus,ENSG00000166226_CCT2,0.009041,0.119205,0.0758458
1066,Mesocricetus_auratus,ENSG00000166226_CCT2,0.003634,0.051386,0.0707154
1067,Cricetulus_griseus,ENSG00000166226_CCT2,0.004445,0.078055,0.0569426
1068,Microtus_ochrogaster,ENSG00000166226_CCT2,0.013148,0.131963,0.0996332
1069,Peromyscus_maniculatus,ENSG00000166226_CCT2,0.002684,0.141553,0.0189637
1070,Nannospalax_galili,ENSG00000166226_CCT2,0.009381,0.131326,0.0714307
1071,Dipodomys_ordii,ENSG00000166226_CCT2,0.005945,0.167365,0.0355184
1072,Castor_canadensis,ENSG00000166226_CCT2,0.004245,0.085197,0.0498215
1073,Ictidomys_tridecemlineatus,ENSG00000166226_CCT2,0.000002,0.023708,0.0001
1074,Marmota_marmota,ENSG00000166226_CCT2,0.000841,0.001725,0.487319
1075,Propithecus_coquereli,ENSG00000166226_CCT2,0.001685,0.071376,0.0236037
1076,Callithrix_jacchus,ENSG00000166226_CCT2,0.000002,0.019423,0.0001
1077,Aotus_nancymaae,ENSG00000166226_CCT2,0.000002,0.023996,0.0001
1078,Saimiri_boliviensis,ENSG00000166226_CCT2,0.000004,0.036295,0.0001
1079,Mandrillus_leucophaeus,ENSG00000166226_CCT2,0.000855,0.004914,0.174017
1080,Cercocebus_atys,ENSG00000166226_CCT2,0.000001,0.009831,0.0001
1081,Papio_anubis,ENSG00000166226_CCT2,0.000000,0.004900,0.0001
1082,Macaca_mulatta,ENSG00000166226_CCT2,0.000000,0.000005,0.0001
1083,Macaca_fascicularis,ENSG00000166226_CCT2,0.000000,0.004902,0.0001
1084,Macaca_nemestrina,ENSG00000166226_CCT2,0.000000,0.002447,0.0001
1085,Chlorocebus_sabaeus,ENSG00000166226_CCT2,0.000000,0.004908,0.0001
1086,Rhinopithecus_roxellana,ENSG00000166226_CCT2,0.000000,0.000005,0.0001
1087,Rhinopithecus_bieti,ENSG00000166226_CCT2,0.000000,0.002459,0.0001
1088,Piliocolobus_tephrosceles,ENSG00000166226_CCT2,0.000001,0.014852,0.0001
1089,Colobus_angolensis,ENSG00000166226_CCT2,0.000001,0.007384,0.0001
1090,Nomascus_leucogenys,ENSG00000166226_CCT2,0.000853,0.014625,0.0583105
1091,Gorilla_gorilla,ENSG00000166226_CCT2,0.000000,0.004922,0.0001
1092,Pan_troglodytes,ENSG00000166226_CCT2,0.000000,0.000005,0.0001
1093,Pan_paniscus,ENSG00000166226_CCT2,0.000851,0.000001,999
1094,Homo_sapiens,ENSG00000166226_CCT2,0.000000,0.000005,0.0001
1095,Pongo_abelii,ENSG00000166226_CCT2,0.000002,0.022736,0.0001
1096,Carlito_syrichta,ENSG00000166226_CCT2,0.004253,0.104623,0.0406489
1097,Galeopterus_variegatus,ENSG00000166226_CCT2,0.003302,0.091494,0.0360855
1098,Tupaia_belangeri,ENSG00000166226_CCT2,0.001779,0.241844,0.00735804
1099,Dasypus_novemcinctus,ENSG00000166226_CCT2,0.002694,0.095194,0.0283047
1100,Choloepus_hoffmanni,ENSG00000166226_CCT2,0.005019,0.120773,0.0415601
1101,Trichechus_manatus,ENSG00000166226_CCT2,0.002661,0.070236,0.0378872
1102,Procavia_capensis,ENSG00000166226_CCT2,0.084996,0.215490,0.394429
1103,Chrysochloris_asiatica,ENSG00000166226_CCT2,0.007820,0.197824,0.03953
1104,Elephantulus_edwardii,ENSG00000166226_CCT2,0.004509,0.189780,0.0237571
1105,Orycteropus_afer,ENSG00000166226_CCT2,0.002472,0.086915,0.0284408
1106,Ornithorhynchus_anatinus,ENSG00000166226_CCT2,0.009533,0.992454,0.00960571
1107,Monodelphis_domestica,ENSG00000166598_HSP90B1,0.004967,0.165802,0.0299594
1108,Sarcophilus_harrisii,ENSG00000166598_HSP90B1,0.004450,0.125564,0.0354408
1109,Phascolarctos_cinereus,ENSG00000166598_HSP90B1,0.000554,0.155056,0.0035734
1110,Erinaceus_europaeus,ENSG00000166598_HSP90B1,0.004328,0.268218,0.0161343
1111,Sorex_araneus,ENSG00000166598_HSP90B1,0.004154,0.639080,0.00649936
1112,Condylura_cristata,ENSG00000166598_HSP90B1,0.006405,0.189214,0.033848
1113,Panthera_tigris,ENSG00000166598_HSP90B1,0.000001,0.006752,0.0001
1114,Panthera_pardus,ENSG00000166598_HSP90B1,0.000001,0.005050,0.0001
1115,Felis_catus,ENSG00000166598_HSP90B1,0.001071,0.010144,0.10557
1116,Acinonyx_jubatus,ENSG00000166598_HSP90B1,0.001153,0.006760,0.170616
1117,Enhydra_lutris,ENSG00000166598_HSP90B1,0.001667,0.019612,0.0849902
1118,Mustela_putorius,ENSG00000166598_HSP90B1,0.000553,0.018389,0.0300622
1119,Odobenus_rosmarus,ENSG00000166598_HSP90B1,0.001653,0.022615,0.0730765
1120,Leptonychotes_weddellii,ENSG00000166598_HSP90B1,0.000556,0.017236,0.0322303
1121,Ailuropoda_melanoleuca,ENSG00000166598_HSP90B1,0.002217,0.028711,0.0772292
1122,Ursus_maritimus,ENSG00000166598_HSP90B1,0.000557,0.016556,0.0336574
1123,Manis_javanica,ENSG00000166598_HSP90B1,0.011781,0.138694,0.0849428
1124,Equus_caballus,ENSG00000166598_HSP90B1,0.000001,0.000001,1.59239
1125,Equus_przewalskii,ENSG00000166598_HSP90B1,0.000001,0.000001,1.66512
1126,Equus_asinus,ENSG00000166598_HSP90B1,0.000001,0.005050,0.0001
1127,Ceratotherium_simum,ENSG00000166598_HSP90B1,0.004918,0.092926,0.0529239
1128,Vicugna_pacos,ENSG00000166598_HSP90B1,0.000001,0.009640,0.0001
1129,Camelus_dromedarius,ENSG00000166598_HSP90B1,0.000000,0.001686,0.0001
1130,Camelus_ferus,ENSG00000166598_HSP90B1,0.000000,0.001687,0.0001
1131,Camelus_bactrianus,ENSG00000166598_HSP90B1,0.000001,0.000001,1.71808
1132,Balaenoptera_acutorostrata,ENSG00000166598_HSP90B1,0.001660,0.029391,0.0564889
1133,Physeter_catodon,ENSG00000166598_HSP90B1,0.001102,0.015292,0.0720489
1134,Lipotes_vexillifer,ENSG00000166598_HSP90B1,0.004457,0.017326,0.257215
1135,Delphinapterus_leucas,ENSG00000166598_HSP90B1,0.000554,0.011851,0.0467339
1136,Tursiops_truncatus,ENSG00000166598_HSP90B1,0.000001,0.005073,0.0001
1137,Orcinus_orca,ENSG00000166598_HSP90B1,0.001108,0.003368,0.32886
1138,Bubalus_bubalis,ENSG00000166598_HSP90B1,0.000001,0.013369,0.0001
1139,Bos_taurus,ENSG00000166598_HSP90B1,0.000001,0.009395,0.0001
1140,Bos_indicus,ENSG00000166598_HSP90B1,0.000002,0.000001,2.18489
1141,Bos_mutus,ENSG00000166598_HSP90B1,0.000000,0.002287,0.0001
1142,Bison_bison,ENSG00000166598_HSP90B1,0.000000,0.004368,0.0001
1143,Capra_hircus,ENSG00000166598_HSP90B1,0.000558,0.001460,0.382081
1144,Ovis_aries,ENSG00000166598_HSP90B1,0.001672,0.022258,0.075135
1145,Pantholops_hodgsonii,ENSG00000166598_HSP90B1,0.002230,0.013947,0.159874
1146,Odocoileus_virginianus,ENSG00000166598_HSP90B1,0.002849,0.058006,0.0491202
1147,Hipposideros_armiger,ENSG00000166598_HSP90B1,0.002483,0.085788,0.0289451
1148,Rhinolophus_sinicus,ENSG00000166598_HSP90B1,0.005386,0.056321,0.0956268
1149,Pteropus_vampyrus,ENSG00000166598_HSP90B1,0.000000,0.003631,0.0001
1150,Pteropus_alecto,ENSG00000166598_HSP90B1,0.000001,0.011914,0.0001
1151,Rousettus_aegyptiacus,ENSG00000166598_HSP90B1,0.001678,0.050639,0.03314
1152,Eptesicus_fuscus,ENSG00000166598_HSP90B1,0.001103,0.018144,0.0607732
1153,Myotis_brandtii,ENSG00000166598_HSP90B1,0.000001,0.007869,0.0001
1154,Myotis_lucifugus,ENSG00000166598_HSP90B1,0.001114,0.007435,0.149887
1155,Myotis_davidii,ENSG00000166598_HSP90B1,0.001105,0.028052,0.0393785
1156,Miniopterus_natalensis,ENSG00000166598_HSP90B1,0.003780,0.109020,0.0346729
1157,Oryctolagus_cuniculus,ENSG00000166598_HSP90B1,0.004468,0.150461,0.0296973
1158,Ochotona_princeps,ENSG00000166598_HSP90B1,0.005350,0.243018,0.0220155
1159,Heterocephalus_glaber,ENSG00000166598_HSP90B1,0.002356,0.099669,0.0236346
1160,Fukomys_damarensis,ENSG00000166598_HSP90B1,0.004553,0.167825,0.0271287
1161,Cavia_porcellus,ENSG00000166598_HSP90B1,0.000001,0.010086,0.0001
1162,Cavia_aperea,ENSG00000166598_HSP90B1,0.000001,0.009859,0.0001
1163,Octodon_degus,ENSG00000166598_HSP90B1,0.004915,0.224779,0.0218666
1164,Chinchilla_lanigera,ENSG00000166598_HSP90B1,0.002662,0.137395,0.0193742
1165,Rattus_norvegicus,ENSG00000166598_HSP90B1,0.010041,0.162730,0.061703
1166,Mus_musculus,ENSG00000166598_HSP90B1,0.000000,0.003823,0.0001
1167,Mus_spretus,ENSG00000166598_HSP90B1,0.000565,0.013375,0.0422225
1168,Mus_caroli,ENSG00000166598_HSP90B1,0.000567,0.018354,0.0309096
1169,Mus_pahari,ENSG00000166598_HSP90B1,0.000002,0.019559,0.0001
1170,Meriones_unguiculatus,ENSG00000166598_HSP90B1,0.006506,0.147127,0.0442192
1171,Mesocricetus_auratus,ENSG00000166598_HSP90B1,0.001699,0.105949,0.01604
1172,Cricetulus_griseus,ENSG00000166598_HSP90B1,0.000562,0.051161,0.0109823
1173,Microtus_ochrogaster,ENSG00000166598_HSP90B1,0.002829,0.215524,0.0131281
1174,Peromyscus_maniculatus,ENSG00000166598_HSP90B1,0.001696,0.201021,0.00843779
1175,Nannospalax_galili,ENSG00000166598_HSP90B1,0.006070,0.107725,0.0563514
1176,Jaculus_jaculus,ENSG00000166598_HSP90B1,0.007614,0.246676,0.030865
1177,Dipodomys_ordii,ENSG00000166598_HSP90B1,0.004482,0.211738,0.0211655
1178,Castor_canadensis,ENSG00000166598_HSP90B1,0.003888,0.127339,0.0305305
1179,Ictidomys_tridecemlineatus,ENSG00000166598_HSP90B1,0.001107,0.024940,0.044398
1180,Marmota_marmota,ENSG00000166598_HSP90B1,0.000551,0.006196,0.0889777
1181,Otolemur_garnettii,ENSG00000166598_HSP90B1,0.003517,0.109725,0.0320563
1182,Propithecus_coquereli,ENSG00000166598_HSP90B1,0.003379,0.053094,0.063639
1183,Microcebus_murinus,ENSG00000166598_HSP90B1,0.000839,0.051718,0.016226
1184,Callithrix_jacchus,ENSG00000166598_HSP90B1,0.000550,0.025545,0.0215172
1185,Aotus_nancymaae,ENSG00000166598_HSP90B1,0.000557,0.016172,0.0344255
1186,Saimiri_boliviensis,ENSG00000166598_HSP90B1,0.001652,0.027116,0.0609137
1187,Cebus_capucinus,ENSG00000166598_HSP90B1,0.000002,0.024342,0.0001
1188,Mandrillus_leucophaeus,ENSG00000166598_HSP90B1,0.000000,0.001689,0.0001
1189,Cercocebus_atys,ENSG00000166598_HSP90B1,0.000001,0.006778,0.0001
1190,Papio_anubis,ENSG00000166598_HSP90B1,0.000001,0.005137,0.0001
1191,Macaca_mulatta,ENSG00000166598_HSP90B1,0.000000,0.001693,0.0001
1192,Macaca_fascicularis,ENSG00000166598_HSP90B1,0.000001,0.000001,1.66444
1193,Macaca_nemestrina,ENSG00000166598_HSP90B1,0.000001,0.000001,1.62324
1194,Chlorocebus_sabaeus,ENSG00000166598_HSP90B1,0.000551,0.004344,0.126829
1195,Rhinopithecus_roxellana,ENSG00000166598_HSP90B1,0.000000,0.003683,0.0001
1196,Rhinopithecus_bieti,ENSG00000166598_HSP90B1,0.004433,0.003906,1.13498
1197,Piliocolobus_tephrosceles,ENSG00000166598_HSP90B1,0.000000,0.003564,0.0001
1198,Colobus_angolensis,ENSG00000166598_HSP90B1,0.000001,0.008321,0.0001
1199,Nomascus_leucogenys,ENSG00000166598_HSP90B1,0.000001,0.006474,0.0001
1200,Gorilla_gorilla,ENSG00000166598_HSP90B1,0.000559,0.005734,0.0975274
1201,Pan_troglodytes,ENSG00000166598_HSP90B1,0.000000,0.003434,0.0001
1202,Pan_paniscus,ENSG00000166598_HSP90B1,0.000001,0.005158,0.0001
1203,Homo_sapiens,ENSG00000166598_HSP90B1,0.000000,0.002790,0.0001
1204,Pongo_abelii,ENSG00000166598_HSP90B1,0.000621,0.011590,0.0535528
1205,Carlito_syrichta,ENSG00000166598_HSP90B1,0.002214,0.123502,0.0179273
1206,Galeopterus_variegatus,ENSG00000166598_HSP90B1,0.005768,0.096095,0.0600283
1207,Tupaia_belangeri,ENSG00000166598_HSP90B1,0.007047,0.218781,0.0322102
1208,Dasypus_novemcinctus,ENSG00000166598_HSP90B1,0.003285,0.107412,0.0305872
1209,Choloepus_hoffmanni,ENSG00000166598_HSP90B1,0.007165,0.110588,0.0647919
1210,Trichechus_manatus,ENSG00000166598_HSP90B1,0.006266,0.053139,0.117908
1211,Procavia_capensis,ENSG00000166598_HSP90B1,0.007986,0.191674,0.0416653
1212,Loxodonta_africana,ENSG00000166598_HSP90B1,0.003289,0.086562,0.0380016
1213,Echinops_telfairi,ENSG00000166598_HSP90B1,0.015115,0.342820,0.0440889
1214,Chrysochloris_asiatica,ENSG00000166598_HSP90B1,0.007405,0.150412,0.049232
1215,Elephantulus_edwardii,ENSG00000166598_HSP90B1,0.005098,0.243429,0.0209424
1216,Orycteropus_afer,ENSG00000166598_HSP90B1,0.006781,0.154999,0.0437482
1217,Ornithorhynchus_anatinus,ENSG00000166598_HSP90B1,0.000001,0.000001,1.19038
1218,Monodelphis_domestica,ENSG00000168259_DNAJC7,0.001907,0.139814,0.0136395
1219,Sarcophilus_harrisii,ENSG00000168259_DNAJC7,0.007185,0.130271,0.0551506
1220,Phascolarctos_cinereus,ENSG00000168259_DNAJC7,0.000003,0.032179,0.0001
1221,Erinaceus_europaeus,ENSG00000168259_DNAJC7,0.004457,0.198855,0.022415
1222,Sorex_araneus,ENSG00000168259_DNAJC7,0.004440,0.243897,0.0182055
1223,Condylura_cristata,ENSG00000168259_DNAJC7,0.003679,0.139370,0.0264009
1224,Panthera_tigris,ENSG00000168259_DNAJC7,0.000002,0.000001,1.88968
1225,Panthera_pardus,ENSG00000168259_DNAJC7,0.000000,0.002623,0.0001
1226,Felis_catus,ENSG00000168259_DNAJC7,0.000911,0.002631,0.346091
1227,Acinonyx_jubatus,ENSG00000168259_DNAJC7,0.000001,0.011252,0.0001
1228,Enhydra_lutris,ENSG00000168259_DNAJC7,0.000001,0.013458,0.0001
1229,Mustela_putorius,ENSG00000168259_DNAJC7,0.000003,0.030217,0.0001
1230,Odobenus_rosmarus,ENSG00000168259_DNAJC7,0.001579,0.023401,0.06746
1231,Leptonychotes_weddellii,ENSG00000168259_DNAJC7,0.002080,0.024756,0.0840143
1232,Ailuropoda_melanoleuca,ENSG00000168259_DNAJC7,0.001280,0.011760,0.108859
1233,Ursus_maritimus,ENSG00000168259_DNAJC7,0.001043,0.023971,0.0435026
1234,Manis_javanica,ENSG00000168259_DNAJC7,0.003651,0.148088,0.0246542
1235,Equus_caballus,ENSG00000168259_DNAJC7,0.000002,0.000001,1.80942
1236,Equus_przewalskii,ENSG00000168259_DNAJC7,0.000002,0.000001,2.03
1237,Equus_asinus,ENSG00000168259_DNAJC7,0.000001,0.005439,0.0001
1238,Ceratotherium_simum,ENSG00000168259_DNAJC7,0.000256,0.027417,0.00935103
1239,Vicugna_pacos,ENSG00000168259_DNAJC7,0.000001,0.010262,0.0001
1240,Camelus_dromedarius,ENSG00000168259_DNAJC7,0.000002,0.000001,2.08274
1241,Camelus_ferus,ENSG00000168259_DNAJC7,0.000002,0.000001,1.95482
1242,Camelus_bactrianus,ENSG00000168259_DNAJC7,0.000002,0.000001,1.99043
1243,Physeter_catodon,ENSG00000168259_DNAJC7,0.001823,0.016453,0.110771
1244,Lipotes_vexillifer,ENSG00000168259_DNAJC7,0.001828,0.014395,0.126995
1245,Delphinapterus_leucas,ENSG00000168259_DNAJC7,0.000001,0.009581,0.0001
1246,Tursiops_truncatus,ENSG00000168259_DNAJC7,0.000910,0.000007,128.781
1247,Orcinus_orca,ENSG00000168259_DNAJC7,0.000000,0.002618,0.0001
1248,Bubalus_bubalis,ENSG00000168259_DNAJC7,0.000911,0.009932,0.0917456
1249,Bos_taurus,ENSG00000168259_DNAJC7,0.000000,0.003154,0.0001
1250,Bos_indicus,ENSG00000168259_DNAJC7,0.000002,0.000001,2.03574
1251,Bos_mutus,ENSG00000168259_DNAJC7,0.000000,0.002623,0.0001
1252,Bison_bison,ENSG00000168259_DNAJC7,0.000001,0.005251,0.0001
1253,Capra_hircus,ENSG00000168259_DNAJC7,0.000001,0.007888,0.0001
1254,Ovis_aries,ENSG00000168259_DNAJC7,0.000001,0.005248,0.0001
1255,Pantholops_hodgsonii,ENSG00000168259_DNAJC7,0.000930,0.008087,0.115025
1256,Odocoileus_virginianus,ENSG00000168259_DNAJC7,0.000001,0.012517,0.0001
1257,Hipposideros_armiger,ENSG00000168259_DNAJC7,0.001829,0.045265,0.0404105
1258,Rhinolophus_sinicus,ENSG00000168259_DNAJC7,0.003660,0.053293,0.0686819
1259,Pteropus_vampyrus,ENSG00000168259_DNAJC7,0.001039,0.002997,0.346716
1260,Pteropus_alecto,ENSG00000168259_DNAJC7,0.000196,0.000008,24.2605
1261,Rousettus_aegyptiacus,ENSG00000168259_DNAJC7,0.001824,0.037014,0.0492812
1262,Eptesicus_fuscus,ENSG00000168259_DNAJC7,0.001822,0.028019,0.0650097
1263,Myotis_brandtii,ENSG00000168259_DNAJC7,0.000000,0.002612,0.0001
1264,Myotis_lucifugus,ENSG00000168259_DNAJC7,0.000001,0.008036,0.0001
1265,Myotis_davidii,ENSG00000168259_DNAJC7,0.000912,0.018928,0.0481629
1266,Miniopterus_natalensis,ENSG00000168259_DNAJC7,0.001827,0.068889,0.0265177
1267,Oryctolagus_cuniculus,ENSG00000168259_DNAJC7,0.002236,0.089495,0.0249868
1268,Ochotona_princeps,ENSG00000168259_DNAJC7,0.002900,0.225320,0.0128702
1269,Heterocephalus_glaber,ENSG00000168259_DNAJC7,0.013721,0.122428,0.112074
1270,Fukomys_damarensis,ENSG00000168259_DNAJC7,0.006541,0.068061,0.0961002
1271,Cavia_porcellus,ENSG00000168259_DNAJC7,0.000000,0.004680,0.0001
1272,Cavia_aperea,ENSG00000168259_DNAJC7,0.001022,0.006356,0.160789
1273,Octodon_degus,ENSG00000168259_DNAJC7,0.008924,0.209874,0.0425209
1274,Chinchilla_lanigera,ENSG00000168259_DNAJC7,0.003372,0.122919,0.0274301
1275,Rattus_norvegicus,ENSG00000168259_DNAJC7,0.002732,0.060377,0.045255
1276,Mus_musculus,ENSG00000168259_DNAJC7,0.000002,0.000001,2.27469
1277,Mus_spretus,ENSG00000168259_DNAJC7,0.000001,0.010589,0.0001
1278,Mus_caroli,ENSG00000168259_DNAJC7,0.001833,0.019894,0.0921626
1279,Mus_pahari,ENSG00000168259_DNAJC7,0.000004,0.037115,0.0001
1280,Meriones_unguiculatus,ENSG00000168259_DNAJC7,0.005580,0.125879,0.0443274
1281,Mesocricetus_auratus,ENSG00000168259_DNAJC7,0.001849,0.043142,0.0428599
1282,Cricetulus_griseus,ENSG00000168259_DNAJC7,0.000897,0.040292,0.022258
