,Species,gene,dN,dS,dN/dS
19921,Chrysochloris_asiatica,ENSG00000173517_PEAK1,0.031204,0.147265,0.211887
19922,Elephantulus_edwardii,ENSG00000173517_PEAK1,0.038209,0.231862,0.16479
19923,Orycteropus_afer,ENSG00000173517_PEAK1,0.017977,0.083525,0.215225
19924,Ornithorhynchus_anatinus,ENSG00000173517_PEAK1,0.052910,0.415239,0.127421
19925,Phascolarctos_cinereus,ENSG00000173757_STAT5B,0.004840,0.000099,48.8842
19926,Erinaceus_europaeus,ENSG00000173757_STAT5B,0.004374,0.194325,0.0225068
19927,Sorex_araneus,ENSG00000173757_STAT5B,0.016797,0.637189,0.0263615
19928,Condylura_cristata,ENSG00000173757_STAT5B,0.008068,0.234859,0.0343531
19929,Panthera_tigris,ENSG00000173757_STAT5B,0.000718,0.000002,395.381
19930,Panthera_pardus,ENSG00000173757_STAT5B,0.000000,0.002216,0.0001
19931,Acinonyx_jubatus,ENSG00000173757_STAT5B,0.000648,0.016737,0.0386877
19932,Enhydra_lutris,ENSG00000173757_STAT5B,0.001647,0.021211,0.0776649
19933,Mustela_putorius,ENSG00000173757_STAT5B,0.001026,0.046543,0.0220498
19934,Odobenus_rosmarus,ENSG00000173757_STAT5B,0.002272,0.054682,0.0415455
19935,Ailuropoda_melanoleuca,ENSG00000173757_STAT5B,0.001424,0.049963,0.0285112
19936,Ursus_maritimus,ENSG00000173757_STAT5B,0.000808,0.029551,0.0273553
19937,Manis_javanica,ENSG00000173757_STAT5B,0.005002,0.123495,0.0405056
19938,Equus_caballus,ENSG00000173757_STAT5B,0.000560,0.014619,0.0382807
19939,Equus_asinus,ENSG00000173757_STAT5B,0.000000,0.002877,0.0001
19940,Ceratotherium_simum,ENSG00000173757_STAT5B,0.001145,0.050981,0.0224543
19941,Vicugna_pacos,ENSG00000173757_STAT5B,0.000001,0.009099,0.0001
19942,Camelus_dromedarius,ENSG00000173757_STAT5B,0.000563,0.008275,0.0680401
19943,Camelus_ferus,ENSG00000173757_STAT5B,0.000001,0.011499,0.0001
19944,Camelus_bactrianus,ENSG00000173757_STAT5B,0.001124,0.000007,154.795
19945,Physeter_catodon,ENSG00000173757_STAT5B,0.004496,0.049459,0.0908958
19946,Delphinapterus_leucas,ENSG00000173757_STAT5B,0.000559,0.013619,0.0410325
19947,Tursiops_truncatus,ENSG00000173757_STAT5B,0.000558,0.001937,0.2879
19948,Orcinus_orca,ENSG00000173757_STAT5B,0.000001,0.005823,0.0001
19949,Bubalus_bubalis,ENSG00000173757_STAT5B,0.001024,0.014151,0.0723848
19950,Bos_taurus,ENSG00000173757_STAT5B,0.000552,0.007887,0.0699597
19951,Bos_indicus,ENSG00000173757_STAT5B,0.000000,0.003879,0.0001
19952,Bos_mutus,ENSG00000173757_STAT5B,0.001664,0.012343,0.134805
19953,Capra_hircus,ENSG00000173757_STAT5B,0.000552,0.035907,0.0153782
19954,Ovis_aries,ENSG00000173757_STAT5B,0.000002,0.015787,0.0001
19955,Pantholops_hodgsonii,ENSG00000173757_STAT5B,0.000002,0.021250,0.0001
19956,Odocoileus_virginianus,ENSG00000173757_STAT5B,0.000556,0.052154,0.0106561
19957,Sus_scrofa,ENSG00000173757_STAT5B,0.004442,0.097538,0.0455441
19958,Pteropus_vampyrus,ENSG00000173757_STAT5B,0.000638,0.021067,0.0302911
19959,Pteropus_alecto,ENSG00000173757_STAT5B,0.001059,0.016384,0.0646399
19960,Rousettus_aegyptiacus,ENSG00000173757_STAT5B,0.004480,0.030249,0.148096
19961,Myotis_brandtii,ENSG00000173757_STAT5B,0.001104,0.013465,0.0819986
19962,Myotis_lucifugus,ENSG00000173757_STAT5B,0.000618,0.023082,0.0267843
19963,Oryctolagus_cuniculus,ENSG00000173757_STAT5B,0.002716,0.189495,0.0143351
19964,Ochotona_princeps,ENSG00000173757_STAT5B,0.001685,0.263247,0.0064014
19965,Heterocephalus_glaber,ENSG00000173757_STAT5B,0.005426,0.148014,0.0366558
19966,Cavia_porcellus,ENSG00000173757_STAT5B,0.000001,0.010770,0.0001
19967,Cavia_aperea,ENSG00000173757_STAT5B,0.000003,0.028696,0.0001
19968,Chinchilla_lanigera,ENSG00000173757_STAT5B,0.006891,0.132267,0.0520968
19969,Rattus_norvegicus,ENSG00000173757_STAT5B,0.001652,0.106234,0.0155519
19970,Mus_musculus,ENSG00000173757_STAT5B,0.000002,0.020565,0.0001
19971,Mus_spretus,ENSG00000173757_STAT5B,0.000002,0.017984,0.0001
19972,Mus_caroli,ENSG00000173757_STAT5B,0.000551,0.029531,0.0186594
19973,Mus_pahari,ENSG00000173757_STAT5B,0.000552,0.055660,0.00991576
19974,Cricetulus_griseus,ENSG00000173757_STAT5B,0.001704,0.134507,0.0126709
19975,Microtus_ochrogaster,ENSG00000173757_STAT5B,0.001406,0.102226,0.0137505
19976,Peromyscus_maniculatus,ENSG00000173757_STAT5B,0.001477,0.168349,0.00877472
19977,Nannospalax_galili,ENSG00000173757_STAT5B,0.006485,0.139136,0.0466067
19978,Jaculus_jaculus,ENSG00000173757_STAT5B,0.007493,0.273529,0.0273934
19979,Dipodomys_ordii,ENSG00000173757_STAT5B,0.003266,0.153808,0.0212371
19980,Castor_canadensis,ENSG00000173757_STAT5B,0.003665,0.134208,0.0273106
19981,Ictidomys_tridecemlineatus,ENSG00000173757_STAT5B,0.000004,0.037067,0.0001
19982,Marmota_marmota,ENSG00000173757_STAT5B,0.000003,0.029943,0.0001
19983,Otolemur_garnettii,ENSG00000173757_STAT5B,0.005138,0.110884,0.046337
19984,Propithecus_coquereli,ENSG00000173757_STAT5B,0.000210,0.054955,0.00381867
19985,Microcebus_murinus,ENSG00000173757_STAT5B,0.002351,0.077392,0.0303843
19986,Aotus_nancymaae,ENSG00000173757_STAT5B,0.000586,0.018425,0.0317842
19987,Saimiri_boliviensis,ENSG00000173757_STAT5B,0.001138,0.032931,0.0345684
19988,Cebus_capucinus,ENSG00000173757_STAT5B,0.000005,0.049734,0.0001
19989,Mandrillus_leucophaeus,ENSG00000173757_STAT5B,0.000000,0.002279,0.0001
19990,Cercocebus_atys,ENSG00000173757_STAT5B,0.000568,0.011414,0.0497272
19991,Papio_anubis,ENSG00000173757_STAT5B,0.000000,0.003791,0.0001
19992,Macaca_mulatta,ENSG00000173757_STAT5B,0.015379,0.018350,0.838091
19993,Macaca_fascicularis,ENSG00000173757_STAT5B,0.008468,0.031609,0.26791
19994,Macaca_nemestrina,ENSG00000173757_STAT5B,0.000591,0.011966,0.0493953
19995,Chlorocebus_sabaeus,ENSG00000173757_STAT5B,0.000569,0.012245,0.0464423
19996,Rhinopithecus_roxellana,ENSG00000173757_STAT5B,0.002278,0.003791,0.600951
19997,Rhinopithecus_bieti,ENSG00000173757_STAT5B,0.005951,0.015405,0.386309
19998,Piliocolobus_tephrosceles,ENSG00000173757_STAT5B,0.000570,0.010901,0.0522482
19999,Colobus_angolensis,ENSG00000173757_STAT5B,0.001256,0.014324,0.0876716
20000,Nomascus_leucogenys,ENSG00000173757_STAT5B,0.000002,0.021680,0.0001
20001,Gorilla_gorilla,ENSG00000173757_STAT5B,0.000002,0.020407,0.0001
20002,Pan_troglodytes,ENSG00000173757_STAT5B,0.013551,0.028297,0.478875
20003,Pan_paniscus,ENSG00000173757_STAT5B,0.000001,0.005749,0.0001
20004,Homo_sapiens,ENSG00000173757_STAT5B,0.000572,0.005703,0.100245
20005,Pongo_abelii,ENSG00000173757_STAT5B,0.000003,0.031649,0.0001
20006,Carlito_syrichta,ENSG00000173757_STAT5B,0.010055,0.372299,0.0270089
20007,Galeopterus_variegatus,ENSG00000173757_STAT5B,0.012883,0.202321,0.0636766
20008,Tupaia_belangeri,ENSG00000173757_STAT5B,0.008364,0.215309,0.0388471
20009,Dasypus_novemcinctus,ENSG00000173757_STAT5B,0.000007,0.073496,0.0001
20010,Choloepus_hoffmanni,ENSG00000173757_STAT5B,0.025377,0.132323,0.191778
20011,Procavia_capensis,ENSG00000173757_STAT5B,0.008787,0.213272,0.0411989
20012,Loxodonta_africana,ENSG00000173757_STAT5B,0.001506,0.083587,0.0180193
20013,Echinops_telfairi,ENSG00000173757_STAT5B,0.005981,0.488309,0.0122482
20014,Chrysochloris_asiatica,ENSG00000173757_STAT5B,0.005119,0.187124,0.0273548
20015,Elephantulus_edwardii,ENSG00000173757_STAT5B,0.003423,0.260491,0.0131417
20016,Orycteropus_afer,ENSG00000173757_STAT5B,0.004543,0.146034,0.0311124
20017,Monodelphis_domestica,ENSG00000174007_CEP19,0.013238,0.138329,0.0956983
20018,Sarcophilus_harrisii,ENSG00000174007_CEP19,0.013354,0.123107,0.108473
20019,Phascolarctos_cinereus,ENSG00000174007_CEP19,0.021131,0.093078,0.227024
20020,Erinaceus_europaeus,ENSG00000174007_CEP19,0.014631,0.182484,0.0801743
20021,Sorex_araneus,ENSG00000174007_CEP19,0.022562,0.187599,0.120267
20022,Condylura_cristata,ENSG00000174007_CEP19,0.029865,0.202287,0.147638
20023,Panthera_tigris,ENSG00000174007_CEP19,0.000002,0.000001,2.11492
20024,Panthera_pardus,ENSG00000174007_CEP19,0.002781,0.000003,999
20025,Felis_catus,ENSG00000174007_CEP19,0.000001,0.007770,0.0001
20026,Acinonyx_jubatus,ENSG00000174007_CEP19,0.000002,0.000001,1.76591
20027,Enhydra_lutris,ENSG00000174007_CEP19,0.000003,0.031478,0.0001
20028,Mustela_putorius,ENSG00000174007_CEP19,0.005630,0.000006,999
20029,Leptonychotes_weddellii,ENSG00000174007_CEP19,0.002806,0.040824,0.0687296
20030,Ailuropoda_melanoleuca,ENSG00000174007_CEP19,0.008417,0.029616,0.284194
20031,Ursus_maritimus,ENSG00000174007_CEP19,0.000001,0.010392,0.0001
20032,Manis_javanica,ENSG00000174007_CEP19,0.040105,0.100780,0.397949
20033,Equus_caballus,ENSG00000174007_CEP19,0.000002,0.000001,2.21338
20034,Equus_przewalskii,ENSG00000174007_CEP19,0.000001,0.007692,0.0001
20035,Equus_asinus,ENSG00000174007_CEP19,0.000002,0.000001,2.09366
20036,Ceratotherium_simum,ENSG00000174007_CEP19,0.014256,0.031713,0.449524
20037,Vicugna_pacos,ENSG00000174007_CEP19,0.002828,0.015199,0.186087
20038,Camelus_dromedarius,ENSG00000174007_CEP19,0.000001,0.007638,0.0001
20039,Camelus_ferus,ENSG00000174007_CEP19,0.000002,0.000001,1.96289
20040,Camelus_bactrianus,ENSG00000174007_CEP19,0.000002,0.000001,1.97602
20041,Balaenoptera_acutorostrata,ENSG00000174007_CEP19,0.000001,0.007610,0.0001
20042,Physeter_catodon,ENSG00000174007_CEP19,0.002802,0.007695,0.364105
20043,Lipotes_vexillifer,ENSG00000174007_CEP19,0.005635,0.015645,0.360169
20044,Delphinapterus_leucas,ENSG00000174007_CEP19,0.000001,0.007704,0.0001
20045,Tursiops_truncatus,ENSG00000174007_CEP19,0.000002,0.000001,2.17658
20046,Orcinus_orca,ENSG00000174007_CEP19,0.000002,0.000001,1.74887
20047,Bubalus_bubalis,ENSG00000174007_CEP19,0.005625,0.007578,0.742294
20048,Bos_taurus,ENSG00000174007_CEP19,0.000002,0.000001,1.89312
20049,Bos_indicus,ENSG00000174007_CEP19,0.000002,0.000001,2.14199
20050,Bos_mutus,ENSG00000174007_CEP19,0.000002,0.000001,2.18692
20051,Bison_bison,ENSG00000174007_CEP19,0.000002,0.000001,1.76335
20052,Capra_hircus,ENSG00000174007_CEP19,0.000001,0.007656,0.0001
20053,Ovis_aries,ENSG00000174007_CEP19,0.000002,0.015355,0.0001
20054,Pantholops_hodgsonii,ENSG00000174007_CEP19,0.000001,0.007639,0.0001
20055,Odocoileus_virginianus,ENSG00000174007_CEP19,0.002793,0.039369,0.0709339
20056,Sus_scrofa,ENSG00000174007_CEP19,0.005605,0.091613,0.0611859
20057,Hipposideros_armiger,ENSG00000174007_CEP19,0.012413,0.053974,0.229981
20058,Rhinolophus_sinicus,ENSG00000174007_CEP19,0.009883,0.045479,0.217301
20059,Pteropus_vampyrus,ENSG00000174007_CEP19,0.000002,0.000001,1.95025
20060,Pteropus_alecto,ENSG00000174007_CEP19,0.000002,0.000001,1.95694
20061,Rousettus_aegyptiacus,ENSG00000174007_CEP19,0.005585,0.037140,0.150387
20062,Eptesicus_fuscus,ENSG00000174007_CEP19,0.000003,0.029542,0.0001
20063,Myotis_brandtii,ENSG00000174007_CEP19,0.000001,0.007570,0.0001
20064,Myotis_lucifugus,ENSG00000174007_CEP19,0.000001,0.007745,0.0001
20065,Myotis_davidii,ENSG00000174007_CEP19,0.028415,0.007939,3.57894
20066,Miniopterus_natalensis,ENSG00000174007_CEP19,0.000006,0.056052,0.0001
20067,Oryctolagus_cuniculus,ENSG00000174007_CEP19,0.013648,0.079087,0.172575
20068,Ochotona_princeps,ENSG00000174007_CEP19,0.025355,0.298366,0.0849796
20069,Heterocephalus_glaber,ENSG00000174007_CEP19,0.011417,0.043352,0.263362
20070,Fukomys_damarensis,ENSG00000174007_CEP19,0.020668,0.182295,0.113378
20071,Cavia_porcellus,ENSG00000174007_CEP19,0.000000,0.004371,0.0001
20072,Cavia_aperea,ENSG00000174007_CEP19,0.000000,0.003333,0.0001
20073,Octodon_degus,ENSG00000174007_CEP19,0.014087,0.098748,0.142658
20074,Chinchilla_lanigera,ENSG00000174007_CEP19,0.008682,0.102973,0.0843148
20075,Rattus_norvegicus,ENSG00000174007_CEP19,0.002919,0.112095,0.0260407
20076,Mus_musculus,ENSG00000174007_CEP19,0.000000,0.000005,0.0001
20077,Mus_spretus,ENSG00000174007_CEP19,0.000002,0.022655,0.0001
20078,Mus_caroli,ENSG00000174007_CEP19,0.000003,0.030838,0.0001
20079,Mus_pahari,ENSG00000174007_CEP19,0.000010,0.095260,0.0001
20080,Meriones_unguiculatus,ENSG00000174007_CEP19,0.026363,0.088187,0.29895
20081,Cricetulus_griseus,ENSG00000174007_CEP19,0.015470,0.046104,0.335543
20082,Microtus_ochrogaster,ENSG00000174007_CEP19,0.016308,0.192715,0.0846239
20083,Peromyscus_maniculatus,ENSG00000174007_CEP19,0.007604,0.216478,0.035126
20084,Dipodomys_ordii,ENSG00000174007_CEP19,0.025570,0.241858,0.105722
20085,Castor_canadensis,ENSG00000174007_CEP19,0.011346,0.139187,0.0815138
20086,Ictidomys_tridecemlineatus,ENSG00000174007_CEP19,0.002847,0.031543,0.0902645
20087,Marmota_marmota,ENSG00000174007_CEP19,0.002824,0.024472,0.115397
20088,Otolemur_garnettii,ENSG00000174007_CEP19,0.007370,0.053088,0.138829
20089,Propithecus_coquereli,ENSG00000174007_CEP19,0.009811,0.021988,0.446201
20090,Aotus_nancymaae,ENSG00000174007_CEP19,0.002810,0.018236,0.154087
20091,Saimiri_boliviensis,ENSG00000174007_CEP19,0.000003,0.026011,0.0001
20092,Cebus_capucinus,ENSG00000174007_CEP19,0.005634,0.029623,0.190194
20093,Mandrillus_leucophaeus,ENSG00000174007_CEP19,0.002805,0.007768,0.36117
20094,Cercocebus_atys,ENSG00000174007_CEP19,0.000001,0.007727,0.0001
20095,Papio_anubis,ENSG00000174007_CEP19,0.002811,0.000003,999
20096,Macaca_mulatta,ENSG00000174007_CEP19,0.000001,0.007675,0.0001
20097,Macaca_fascicularis,ENSG00000174007_CEP19,0.000002,0.000001,1.82381
20098,Macaca_nemestrina,ENSG00000174007_CEP19,0.000001,0.007694,0.0001
20099,Chlorocebus_sabaeus,ENSG00000174007_CEP19,0.005632,0.007783,0.723624
20100,Rhinopithecus_bieti,ENSG00000174007_CEP19,0.000002,0.018095,0.0001
20101,Piliocolobus_tephrosceles,ENSG00000174007_CEP19,0.000002,0.015618,0.0001
20102,Colobus_angolensis,ENSG00000174007_CEP19,0.002822,0.007697,0.366622
20103,Nomascus_leucogenys,ENSG00000174007_CEP19,0.000001,0.013936,0.0001
20104,Gorilla_gorilla,ENSG00000174007_CEP19,0.002809,0.007730,0.363383
20105,Pan_troglodytes,ENSG00000174007_CEP19,0.000002,0.000001,2.23157
20106,Pan_paniscus,ENSG00000174007_CEP19,0.000002,0.000001,2.0888
20107,Homo_sapiens,ENSG00000174007_CEP19,0.000002,0.015530,0.0001
20108,Pongo_abelii,ENSG00000174007_CEP19,0.002804,0.023926,0.1172
20109,Carlito_syrichta,ENSG00000174007_CEP19,0.011339,0.074337,0.152535
20110,Galeopterus_variegatus,ENSG00000174007_CEP19,0.025208,0.074362,0.338993
20111,Tupaia_belangeri,ENSG00000174007_CEP19,0.019327,0.211259,0.0914868
20112,Dasypus_novemcinctus,ENSG00000174007_CEP19,0.011910,0.092976,0.128101
20113,Choloepus_hoffmanni,ENSG00000174007_CEP19,0.027257,0.065967,0.413194
20114,Procavia_capensis,ENSG00000174007_CEP19,0.027695,0.182583,0.151686
20115,Loxodonta_africana,ENSG00000174007_CEP19,0.011371,0.118743,0.0957644
20116,Echinops_telfairi,ENSG00000174007_CEP19,0.020715,0.249283,0.0830995
20117,Chrysochloris_asiatica,ENSG00000174007_CEP19,0.011627,0.099518,0.116836
20118,Elephantulus_edwardii,ENSG00000174007_CEP19,0.020376,0.210648,0.0967288
20119,Orycteropus_afer,ENSG00000174007_CEP19,0.019214,0.072366,0.265517
20120,Ornithorhynchus_anatinus,ENSG00000174007_CEP19,0.113594,1.605421,0.0707563
20121,Phascolarctos_cinereus,ENSG00000174744_BRMS1,0.000001,0.000001,2.11324
20122,Sorex_araneus,ENSG00000174744_BRMS1,0.036813,0.830575,0.0443222
20123,Panthera_tigris,ENSG00000174744_BRMS1,0.012903,0.036498,0.353536
20124,Panthera_pardus,ENSG00000174744_BRMS1,0.009738,0.016040,0.607104
20125,Felis_catus,ENSG00000174744_BRMS1,0.000001,0.006610,0.0001
20126,Acinonyx_jubatus,ENSG00000174744_BRMS1,0.006842,0.028007,0.244314
20127,Enhydra_lutris,ENSG00000174744_BRMS1,0.001630,0.047377,0.0344005
20128,Mustela_putorius,ENSG00000174744_BRMS1,0.011855,0.097153,0.122027
20129,Leptonychotes_weddellii,ENSG00000174744_BRMS1,0.001683,0.043120,0.039038
20130,Ailuropoda_melanoleuca,ENSG00000174744_BRMS1,0.003532,0.007454,0.473903
20131,Ursus_maritimus,ENSG00000174744_BRMS1,0.009194,0.076155,0.120731
20132,Manis_javanica,ENSG00000174744_BRMS1,0.015597,0.300252,0.051946
20133,Equus_caballus,ENSG00000174744_BRMS1,0.000001,0.000001,1.64829
20134,Equus_przewalskii,ENSG00000174744_BRMS1,0.001699,0.000002,999
20135,Equus_asinus,ENSG00000174744_BRMS1,0.000002,0.015424,0.0001
20136,Ceratotherium_simum,ENSG00000174744_BRMS1,0.000011,0.113833,0.0001
20137,Camelus_dromedarius,ENSG00000174744_BRMS1,0.000001,0.000001,0.894642
20138,Camelus_ferus,ENSG00000174744_BRMS1,0.000001,0.000001,1.49057
20139,Camelus_bactrianus,ENSG00000174744_BRMS1,0.000001,0.000001,0.963256
20140,Balaenoptera_acutorostrata,ENSG00000174744_BRMS1,0.001675,0.055512,0.030171
20141,Physeter_catodon,ENSG00000174744_BRMS1,0.001663,0.029275,0.0567909
20142,Lipotes_vexillifer,ENSG00000174744_BRMS1,0.006738,0.014281,0.471794
20143,Delphinapterus_leucas,ENSG00000174744_BRMS1,0.003747,0.032195,0.116385
20144,Tursiops_truncatus,ENSG00000174744_BRMS1,0.000001,0.000003,0.25873
20145,Orcinus_orca,ENSG00000174744_BRMS1,0.001872,0.016052,0.116609
20146,Bubalus_bubalis,ENSG00000174744_BRMS1,0.009911,0.055823,0.177545
20147,Bos_taurus,ENSG00000174744_BRMS1,0.000001,0.000001,1.29643
20148,Bos_indicus,ENSG00000174744_BRMS1,0.000001,0.000001,1.27082
20149,Bos_mutus,ENSG00000174744_BRMS1,0.000001,0.014708,0.0001
20150,Bison_bison,ENSG00000174744_BRMS1,0.000001,0.000003,0.281207
20151,Capra_hircus,ENSG00000174744_BRMS1,0.000000,0.000006,0.0001
20152,Ovis_aries,ENSG00000174744_BRMS1,0.000002,0.015174,0.0001
20153,Pantholops_hodgsonii,ENSG00000174744_BRMS1,0.000006,0.062530,0.0001
20154,Odocoileus_virginianus,ENSG00000174744_BRMS1,0.001633,0.070364,0.0232091
20155,Sus_scrofa,ENSG00000174744_BRMS1,0.006413,0.206398,0.0310701
20156,Hipposideros_armiger,ENSG00000174744_BRMS1,0.001728,0.099785,0.0173196
20157,Rhinolophus_sinicus,ENSG00000174744_BRMS1,0.003444,0.083071,0.0414533
20158,Pteropus_vampyrus,ENSG00000174744_BRMS1,0.000002,0.000001,2.38068
20159,Pteropus_alecto,ENSG00000174744_BRMS1,0.000001,0.007017,0.0001
20160,Rousettus_aegyptiacus,ENSG00000174744_BRMS1,0.003425,0.072131,0.0474787
20161,Eptesicus_fuscus,ENSG00000174744_BRMS1,0.000008,0.078116,0.0001
20162,Myotis_brandtii,ENSG00000174744_BRMS1,0.000003,0.033846,0.0001
20163,Myotis_davidii,ENSG00000174744_BRMS1,0.001695,0.040849,0.0414827
20164,Miniopterus_natalensis,ENSG00000174744_BRMS1,0.001750,0.159601,0.0109631
20165,Ochotona_princeps,ENSG00000174744_BRMS1,0.025698,0.569414,0.0451302
20166,Heterocephalus_glaber,ENSG00000174744_BRMS1,0.001779,0.131914,0.0134876
20167,Fukomys_damarensis,ENSG00000174744_BRMS1,0.000008,0.080215,0.0001
20168,Cavia_porcellus,ENSG00000174744_BRMS1,0.000001,0.013783,0.0001
20169,Cavia_aperea,ENSG00000174744_BRMS1,0.000002,0.019402,0.0001
20170,Octodon_degus,ENSG00000174744_BRMS1,0.009136,0.219028,0.0417105
20171,Chinchilla_lanigera,ENSG00000174744_BRMS1,0.000008,0.081531,0.0001
20172,Mus_musculus,ENSG00000174744_BRMS1,0.000002,0.000001,2.76364
20173,Mus_spretus,ENSG00000174744_BRMS1,0.000001,0.012624,0.0001
20174,Mus_caroli,ENSG00000174744_BRMS1,0.003565,0.061075,0.0583751
20175,Mus_pahari,ENSG00000174744_BRMS1,0.001799,0.046232,0.0389218
20176,Meriones_unguiculatus,ENSG00000174744_BRMS1,0.003557,0.145105,0.0245131
20177,Mesocricetus_auratus,ENSG00000174744_BRMS1,0.000009,0.085914,0.0001
20178,Cricetulus_griseus,ENSG00000174744_BRMS1,0.003754,0.045425,0.0826382
20179,Microtus_ochrogaster,ENSG00000174744_BRMS1,0.003680,0.220974,0.0166547
20180,Peromyscus_maniculatus,ENSG00000174744_BRMS1,0.003644,0.157355,0.0231563
20181,Nannospalax_galili,ENSG00000174744_BRMS1,0.003641,0.192978,0.0188681
20182,Jaculus_jaculus,ENSG00000174744_BRMS1,0.007246,0.233874,0.0309812
20183,Dipodomys_ordii,ENSG00000174744_BRMS1,0.002895,0.247940,0.0116753
20184,Castor_canadensis,ENSG00000174744_BRMS1,0.004164,0.193819,0.0214851
20185,Ictidomys_tridecemlineatus,ENSG00000174744_BRMS1,0.001779,0.047120,0.0377606
20186,Marmota_marmota,ENSG00000174744_BRMS1,0.000000,0.000006,0.0001
20187,Otolemur_garnettii,ENSG00000174744_BRMS1,0.012737,0.207037,0.0615227
20188,Propithecus_coquereli,ENSG00000174744_BRMS1,0.000007,0.070790,0.0001
20189,Microcebus_murinus,ENSG00000174744_BRMS1,0.001725,0.047479,0.0363347
20190,Callithrix_jacchus,ENSG00000174744_BRMS1,0.006859,0.030898,0.222
20191,Aotus_nancymaae,ENSG00000174744_BRMS1,0.000003,0.027969,0.0001
20192,Cebus_capucinus,ENSG00000174744_BRMS1,0.001748,0.023041,0.0758837
20193,Mandrillus_leucophaeus,ENSG00000174744_BRMS1,0.000001,0.013101,0.0001
20194,Cercocebus_atys,ENSG00000174744_BRMS1,0.000001,0.000001,2.0364
20195,Papio_anubis,ENSG00000174744_BRMS1,0.000001,0.013228,0.0001
20196,Macaca_mulatta,ENSG00000174744_BRMS1,0.001823,0.000002,765.912
20197,Macaca_fascicularis,ENSG00000174744_BRMS1,0.002184,0.015977,0.13669
20198,Macaca_nemestrina,ENSG00000174744_BRMS1,0.000001,0.000001,1.95074
20199,Chlorocebus_sabaeus,ENSG00000174744_BRMS1,0.000002,0.020062,0.0001
20200,Rhinopithecus_roxellana,ENSG00000174744_BRMS1,0.001750,0.000002,999
20201,Rhinopithecus_bieti,ENSG00000174744_BRMS1,0.000002,0.000001,2.36154
20202,Piliocolobus_tephrosceles,ENSG00000174744_BRMS1,0.000001,0.007146,0.0001
20203,Colobus_angolensis,ENSG00000174744_BRMS1,0.001739,0.000002,999
20204,Nomascus_leucogenys,ENSG00000174744_BRMS1,0.005276,0.026378,0.20001
20205,Gorilla_gorilla,ENSG00000174744_BRMS1,0.000001,0.014148,0.0001
20206,Pan_troglodytes,ENSG00000174744_BRMS1,0.000001,0.006520,0.0001
20207,Pan_paniscus,ENSG00000174744_BRMS1,0.000001,0.000001,2.08945
20208,Homo_sapiens,ENSG00000174744_BRMS1,0.000001,0.006574,0.0001
20209,Pongo_abelii,ENSG00000174744_BRMS1,0.000003,0.025119,0.0001
20210,Carlito_syrichta,ENSG00000174744_BRMS1,0.009779,0.217949,0.0448668
20211,Galeopterus_variegatus,ENSG00000174744_BRMS1,0.012285,0.171853,0.0714864
20212,Tupaia_belangeri,ENSG00000174744_BRMS1,0.009284,0.222602,0.0417065
20213,Dasypus_novemcinctus,ENSG00000174744_BRMS1,0.001760,0.266295,0.00661061
20214,Trichechus_manatus,ENSG00000174744_BRMS1,0.008559,0.156825,0.0545746
20215,Procavia_capensis,ENSG00000174744_BRMS1,0.021812,0.243156,0.0897054
20216,Loxodonta_africana,ENSG00000174744_BRMS1,0.001854,0.166820,0.0111113
20217,Chrysochloris_asiatica,ENSG00000174744_BRMS1,0.000851,0.329155,0.00258613
20218,Elephantulus_edwardii,ENSG00000174744_BRMS1,0.017244,0.327200,0.0527012
20219,Orycteropus_afer,ENSG00000174744_BRMS1,0.015570,0.524200,0.029702
20220,Monodelphis_domestica,ENSG00000175906_ARL4D,0.013152,0.391103,0.0336288
20221,Phascolarctos_cinereus,ENSG00000175906_ARL4D,0.006178,0.065311,0.0945875
20222,Erinaceus_europaeus,ENSG00000175906_ARL4D,0.018551,0.335648,0.0552705
20223,Condylura_cristata,ENSG00000175906_ARL4D,0.006106,0.179332,0.03405
20224,Panthera_tigris,ENSG00000175906_ARL4D,0.000002,0.000000,17.8216
20225,Panthera_pardus,ENSG00000175906_ARL4D,0.000002,0.000000,10.5642
20226,Felis_catus,ENSG00000175906_ARL4D,0.000002,0.020791,0.0001
20227,Acinonyx_jubatus,ENSG00000175906_ARL4D,0.000002,0.022589,0.0001
20228,Enhydra_lutris,ENSG00000175906_ARL4D,0.000004,0.044381,0.0001
20229,Mustela_putorius,ENSG00000175906_ARL4D,0.002217,0.052608,0.0421409
20230,Odobenus_rosmarus,ENSG00000175906_ARL4D,0.000004,0.036410,0.0001
20231,Leptonychotes_weddellii,ENSG00000175906_ARL4D,0.000009,0.088908,0.0001
20232,Ailuropoda_melanoleuca,ENSG00000175906_ARL4D,0.000003,0.033524,0.0001
20233,Ursus_maritimus,ENSG00000175906_ARL4D,0.004309,0.019587,0.219998
20234,Manis_javanica,ENSG00000175906_ARL4D,0.012702,0.142324,0.089244
20235,Equus_caballus,ENSG00000175906_ARL4D,0.000002,0.000000,14.5007
20236,Equus_przewalskii,ENSG00000175906_ARL4D,0.000002,0.000000,9.51837
20237,Equus_asinus,ENSG00000175906_ARL4D,0.000002,0.016556,0.0001
20238,Ceratotherium_simum,ENSG00000175906_ARL4D,0.000014,0.137742,0.0001
20239,Vicugna_pacos,ENSG00000175906_ARL4D,0.008383,0.024045,0.348638
20240,Camelus_dromedarius,ENSG00000175906_ARL4D,0.002243,0.007099,0.315924
